GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
127.5,0.802,1.28,8.876,4.406,2,0.183,9
185.25,0.83,3.48,7.995,3.912,2,0.167,9
222.5,0.852,4.614,6.959,3.557,2,0.15,9
74.0,0.768,0.243,9.67,5.672,2,0.2,9
18.297,1.294,0.227,2.8,4.66,2,0.952,9
26.609,1.273,1.905,3.905,4.656,2,0.944,9
76.34,0.719,7.8,11.0,3.7,1,1.0,3
83.74,0.688,9.7,12.55,3.4,1,0.977,3
83.19,0.664,10.1,11.95,3.4,1,0.953,3
80.44,0.648,10.1,11.15,3.4,1,0.93,3
75.42,0.648,9.3,11.45,3.3,1,0.907,3
71.5,0.663,9.2,11.6,3.3,1,0.884,3
69.63,0.685,8.7,11.35,3.3,1,0.86,3
70.01,0.705,8.6,11.1,3.4,1,0.837,3
67.56,0.717,8.6,10.8,3.4,1,0.814,3
67.33,0.719,7.3,10.75,3.4,1,0.791,3
64.77,0.718,6.3,10.45,3.3,1,0.767,3
64.8,0.715,5.7,10.05,3.4,1,0.744,3
66.25,0.716,4.9,10.45,3.5,1,0.721,2
66.55,0.719,6.4,10.4,3.5,1,0.698,2
66.13,0.723,7.9,9.85,3.5,1,0.674,2
65.54,0.723,8.1,8.65,3.5,1,0.651,2
63.07,0.721,5.5,7.75,3.5,1,0.628,2
59.71,0.72,3.7,7.05,3.4,1,0.605,2
57.86,0.721,2.2,7.1,3.3,1,0.581,2
54.8,0.723,1.0,7.4,3.3,1,0.558,2
51.8,0.722,0.6,7.5,3.3,1,0.535,2
52.62,0.717,1.3,7.45,3.3,1,0.512,2
53.66,0.706,1.5,7.85,3.4,1,0.488,2
55.79,0.688,2.1,8.25,3.3,1,0.465,2
58.54,0.666,2.1,8.85,3.2,1,0.442,2
60.95,0.639,2.1,9.65,3.3,1,0.419,2
66.56,0.613,3.7,10.65,3.3,1,0.395,2
70.88,0.589,5.6,11.4,3.2,1,0.372,2
71.57,0.571,6.3,12.45,3.1,1,0.349,2
72.53,0.555,6.3,13.45,3.2,1,0.326,3
67.99,0.542,6.1,14.35,3.1,1,0.302,3
60.31,0.525,5.0,14.1,3.2,1,0.279,2
55.52,0.504,6.3,11.55,3.2,1,0.256,2
56.07,0.486,5.0,11.0,3.2,1,0.233,2
62.67,0.473,-2.6,15.8,3.2,1,0.209,2
66.9,0.471,-2.2,21.4,3.2,1,0.186,2
68.54,0.477,3.1,24.25,3.2,1,0.163,2
68.7,0.483,3.3,22.85,3.2,1,0.14,2
63.2,0.489,9.5,17.25,3.4,2,0.116,5
60.33,0.493,11.6,15.6,3.7,2,0.093,5
58.16,0.491,12.7,14.35,3.8,2,0.07,5
52.61,0.481,9.9,11.45,3.9,2,0.047,5
45.72,0.464,5.2,8.8,3.9,1,0.023,3
35.92,0.441,4.5,7.95,4.0,2,1.0,6
26.62,0.422,3.6,10.7,4.3,2,0.988,6
24.14,0.398,5.9,12.55,4.0,2,0.976,7
24.36,0.375,6.5,12.95,3.9,2,0.963,7
23.28,0.35,6.5,11.85,4.1,2,0.951,7
25.7,0.334,7.7,10.95,4.1,2,0.939,7
28.2,0.336,8.2,11.2,3.7,2,0.927,7
28.35,0.352,8.8,12.1,3.7,2,0.915,7
31.71,0.377,9.0,12.8,3.6,2,0.902,7
35.52,0.405,9.1,12.75,3.3,2,0.89,7
39.11,0.431,9.3,12.55,3.2,2,0.878,7
44.57,0.458,10.4,12.4,3.2,2,0.866,5
54.42,0.49,11.1,12.35,3.1,2,0.854,5
61.72,0.53,10.9,13.15,3.1,2,0.841,5
66.81,0.577,11.9,13.55,3.1,2,0.829,5
74.17,0.628,11.8,13.5,3.2,2,0.817,4
82.18,0.679,9.2,12.5,3.5,2,0.805,4
85.67,0.725,5.8,9.4,3.6,2,0.793,4
87.06,0.761,1.6,6.3,3.8,2,0.78,4
84.2,0.792,-1.2,4.6,3.8,2,0.768,4
83.45,0.823,-1.9,4.35,3.9,2,0.756,8
90.42,0.86,-1.3,5.75,3.9,2,0.744,8
100.83,0.898,1.7,7.65,3.8,2,0.732,6
108.34,0.93,4.9,9.65,3.9,2,0.72,4
107.75,0.946,6.5,9.85,3.9,2,0.707,4
92.63,0.945,5.3,8.55,3.8,2,0.695,4
70.46,0.935,1.9,6.25,3.7,2,0.683,4
55.67,0.924,-0.5,4.65,3.7,2,0.671,8
49.35,0.919,-1.2,4.1,3.6,2,0.659,8
46.82,0.918,-1.0,4.8,3.6,2,0.646,8
48.11,0.91,-0.1,6.65,3.8,2,0.634,8
51.66,0.886,1.5,8.65,3.7,2,0.622,5
49.73,0.847,3.2,10.1,3.6,2,0.61,5
51.46,0.801,4.1,11.25,3.6,2,0.598,5
54.67,0.757,5.0,12.1,3.6,2,0.585,4
56.96,0.721,5.2,12.4,3.6,2,0.573,4
58.67,0.693,6.2,12.7,3.6,2,0.561,4
61.19,0.675,6.6,12.9,3.6,2,0.549,4
60.77,0.666,6.7,13.25,3.7,2,0.537,4
60.99,0.661,6.2,13.5,3.7,2,0.524,4
63.65,0.658,6.1,13.75,3.6,2,0.512,4
66.98,0.654,6.0,13.8,3.5,2,0.5,4
68.44,0.646,5.5,14.35,3.5,2,0.488,4
71.39,0.638,5.0,14.8,3.4,2,0.476,4
73.08,0.63,5.2,14.5,3.3,2,0.463,4
71.86,0.624,4.9,14.75,3.3,2,0.451,4
71.83,0.623,5.2,14.9,3.3,2,0.439,4
70.27,0.624,5.8,15.1,3.3,2,0.427,4
69.65,0.626,6.2,14.8,3.4,2,0.415,4
66.78,0.631,5.7,14.15,3.5,2,0.402,4
64.06,0.638,5.9,12.95,3.5,2,0.39,4
60.24,0.651,5.1,11.65,3.5,2,0.378,4
58.25,0.667,4.2,11.4,3.4,2,0.366,4
56.79,0.687,3.5,10.95,3.4,2,0.354,6
58.0,0.703,1.8,10.5,3.3,2,0.341,6
60.75,0.71,0.8,10.6,3.3,2,0.329,6
64.48,0.707,2.5,10.45,3.4,2,0.317,4
65.37,0.693,4.1,10.25,3.5,2,0.305,4
65.84,0.672,3.2,10.8,3.4,2,0.293,4
67.38,0.65,2.7,11.45,3.3,2,0.28,4
67.07,0.626,3.0,12.0,3.2,2,0.268,4
65.28,0.603,3.6,12.8,3.0,2,0.256,4
65.26,0.58,3.3,13.75,2.9,2,0.244,4
63.4,0.559,3.1,13.85,2.9,2,0.232,4
64.1,0.544,3.0,13.9,2.8,2,0.22,4
66.77,0.542,2.7,14.45,2.8,2,0.207,4
69.72,0.554,3.2,14.8,2.9,2,0.195,4
71.0,0.58,4.4,15.2,3.1,2,0.183,4
69.77,0.617,5.9,14.65,3.3,2,0.171,4
64.39,0.665,5.5,12.45,3.6,2,0.159,4
60.94,0.721,4.9,9.45,4.0,2,0.146,4
56.89,0.785,3.4,7.1,4.3,2,0.134,4
54.2,0.856,2.7,5.45,4.5,2,0.122,6
53.14,0.923,1.3,4.35,4.5,2,0.11,6
52.7,0.961,0.9,3.45,4.3,2,0.098,6
51.93,0.946,0.7,3.65,4.1,2,0.085,6
56.1,0.887,1.1,4.55,4.0,2,0.073,8
61.49,0.805,2.5,5.95,3.7,2,0.061,8
68.77,0.725,3.8,8.1,3.4,2,0.049,5
78.57,0.658,-0.6,14.2,3.2,2,0.037,5
85.47,0.61,-2.5,21.35,3.0,2,0.024,5
88.63,0.583,-0.6,28.2,3.0,2,0.012,5
88.97,0.569,-0.1,31.65,2.9,1,1.0,2
84.66,0.567,0.2,30.2,3.1,1,0.968,3
76.48,0.574,0.8,24.4,3.4,1,0.935,3
69.35,0.595,-0.7,18.45,3.5,1,0.903,3
63.07,0.63,7.7,10.55,3.9,1,0.871,3
59.01,0.675,7.8,9.3,4.0,1,0.839,3
59.94,0.719,8.8,8.0,4.1,1,0.806,3
61.89,0.75,6.5,9.45,4.0,1,0.774,3
63.84,0.763,6.0,10.1,3.8,1,0.742,3
65.13,0.76,6.8,10.7,3.8,1,0.71,3
65.86,0.745,6.8,11.2,3.7,1,0.677,3
64.98,0.728,7.3,11.25,3.7,1,0.645,3
63.13,0.713,6.7,11.25,3.6,1,0.613,3
61.3,0.702,6.7,10.65,3.6,1,0.581,3
59.07,0.695,6.6,10.5,3.5,1,0.548,3
54.86,0.691,4.8,9.9,3.4,1,0.516,3
52.06,0.688,3.1,9.45,3.2,1,0.484,3
50.25,0.682,1.9,8.85,3.1,1,0.452,2
49.94,0.671,1.0,8.6,3.1,1,0.419,2
49.52,0.656,0.5,8.45,3.2,1,0.387,2
50.38,0.644,0.9,8.35,3.3,1,0.355,2
51.74,0.633,1.7,8.85,3.3,1,0.323,2
54.38,0.623,3.3,9.95,3.4,1,0.29,2
57.35,0.613,5.7,10.75,3.3,1,0.258,2
60.11,0.6,7.2,11.0,3.3,1,0.226,2
60.58,0.589,8.6,11.4,3.2,1,0.194,2
62.39,0.59,8.2,12.6,3.1,1,0.161,2
64.39,0.605,3.8,15.3,3.0,1,0.129,2
63.97,0.632,0.4,19.4,3.1,1,0.097,2
58.9,0.664,1.6,20.6,3.4,1,0.065,2
49.15,0.69,-3.2,18.6,3.7,1,0.032,2
37.28,0.713,-3.7,13.05,4.0,1,0.01,3
37.28,0.713,-3.7,13.05,4.0,2,1.0,8
24.56,0.743,-1.9,9.55,4.5,2,0.974,8
18.18,0.785,-0.5,8.55,4.6,2,0.947,8
15.89,0.841,1.5,8.05,4.6,2,0.921,8
15.67,0.898,2.2,7.6,4.6,2,0.895,8
15.77,0.932,1.0,7.1,4.5,2,0.868,8
14.62,0.928,-0.1,6.35,4.5,2,0.842,8
13.92,0.886,-0.3,5.85,4.6,2,0.816,8
14.0,0.823,-0.2,6.0,4.4,2,0.789,8
15.63,0.759,0.1,7.05,4.1,2,0.763,8
18.49,0.708,0.8,9.2,3.9,2,0.737,8
23.27,0.664,3.3,10.25,3.8,2,0.711,7
29.04,0.627,5.5,10.85,3.6,2,0.684,7
33.5,0.597,6.0,9.9,3.6,2,0.658,7
35.92,0.575,7.3,8.65,3.7,2,0.632,7
37.3,0.572,7.4,8.0,3.8,2,0.605,7
37.93,0.587,5.0,8.9,3.9,2,0.579,7
37.01,0.622,2.6,9.1,4.0,2,0.553,7
34.72,0.671,0.6,8.8,4.2,2,0.526,5
33.39,0.723,-1.2,7.9,4.3,2,0.5,5
32.48,0.769,-1.6,6.8,4.4,2,0.474,6
30.69,0.806,-1.6,6.2,4.8,2,0.447,6
30.51,0.833,-0.5,5.45,4.8,2,0.421,6
29.42,0.846,0.3,4.95,4.7,2,0.395,8
30.47,0.842,-0.8,5.3,4.7,2,0.368,8
32.09,0.822,-1.4,6.4,4.7,2,0.342,6
32.14,0.79,-2.3,8.15,4.6,2,0.316,6
32.99,0.757,-4.5,10.25,4.5,2,0.289,8
31.58,0.727,-6.9,11.95,4.5,2,0.263,8
29.07,0.706,-7.3,12.75,4.4,2,0.237,8
29.97,0.693,-6.7,12.95,4.3,2,0.211,8
37.44,0.688,-5.5,12.25,4.3,2,0.184,8
52.59,0.687,-4.1,10.65,4.3,2,0.158,8
68.18,0.684,-2.3,8.35,4.1,2,0.132,6
80.25,0.674,-0.6,7.3,3.9,2,0.105,6
86.51,0.65,1.8,7.9,3.7,2,0.079,8
86.09,0.616,5.2,8.9,3.4,2,0.053,8
86.09,0.616,5.2,8.9,3.4,2,0.053,4
83.41,0.579,2.3,14.45,3.2,2,0.026,4
84.51,0.545,1.3,19.65,3.2,1,1.0,3
85.03,0.521,4.3,25.15,3.1,1,0.889,3
87.36,0.5,7.2,28.7,3.1,1,0.778,3
85.73,0.481,9.3,28.35,3.2,1,0.667,2
80.2,0.465,7.0,24.5,3.1,1,0.556,2
76.12,0.456,3.5,19.35,3.1,1,0.444,2
74.5,0.467,10.2,14.1,3.5,1,0.333,2
73.97,0.498,5.9,16.85,3.5,1,0.222,2
71.24,0.545,5.1,20.15,3.6,1,0.111,3
66.7,0.605,6.7,21.15,3.9,1,0.01,3
66.7,0.605,6.7,21.15,3.9,2,1.0,6
59.42,0.663,3.1,18.05,4.2,2,0.963,6
49.0,0.713,-0.2,13.7,4.3,2,0.926,6
39.46,0.76,-0.9,10.25,4.6,2,0.889,6
32.31,0.816,-4.2,10.3,4.7,2,0.852,9
26.09,0.886,-8.5,11.75,4.7,2,0.815,9
22.37,0.96,-10.4,12.2,4.7,2,0.778,9
19.97,1.01,-11.4,11.7,4.7,2,0.741,9
18.36,1.013,-11.1,10.25,4.9,2,0.704,9
16.5,0.964,-8.2,7.7,5.0,2,0.667,9
14.84,0.88,-5.0,5.7,5.0,2,0.63,9
15.72,0.786,-5.6,6.4,5.0,2,0.593,9
17.86,0.7,-6.3,8.45,4.9,2,0.556,8
19.9,0.623,-7.7,11.45,4.7,2,0.519,8
22.42,0.561,-9.5,14.45,4.6,2,0.481,8
22.62,0.517,-10.2,16.1,4.5,2,0.444,8
20.93,0.489,-9.8,16.2,4.4,2,0.407,8
19.85,0.48,-8.9,15.65,4.3,2,0.37,8
18.3,0.494,-7.7,14.65,4.1,2,0.333,8
19.39,0.531,-6.7,13.35,3.8,2,0.296,6
24.34,0.585,-5.0,11.2,3.8,2,0.259,6
29.67,0.646,-3.2,8.4,3.8,2,0.222,6
33.9,0.709,-2.2,6.3,3.8,2,0.185,6
39.83,0.757,-1.5,4.95,3.9,2,0.148,6
44.94,0.794,-0.4,4.7,3.9,2,0.111,6
48.55,0.814,0.0,6.2,3.8,2,0.074,4
57.21,0.779,3.8,8.5,3.6,1,1.0,3
60.19,0.732,3.8,9.0,3.5,1,0.952,3
60.63,0.684,4.0,9.4,3.4,1,0.905,3
64.74,0.645,-2.3,14.75,3.2,1,0.857,3
72.79,0.623,-2.9,18.95,3.1,1,0.81,3
78.41,0.614,-1.7,22.15,3.0,1,0.762,3
83.39,0.607,-0.9,21.65,3.1,1,0.714,3
82.25,0.6,1.9,17.85,3.3,1,0.667,3
75.88,0.592,7.3,12.25,3.4,1,0.619,3
72.24,0.589,2.9,12.45,3.3,1,0.571,2
67.99,0.589,3.5,11.95,3.2,1,0.524,2
65.41,0.59,3.9,11.45,3.3,1,0.476,3
64.93,0.588,3.3,10.65,3.3,1,0.429,3
61.87,0.579,1.8,11.1,3.2,1,0.381,2
59.81,0.565,3.9,10.85,3.2,1,0.333,2
60.59,0.547,5.0,11.6,3.2,1,0.286,2
65.68,0.529,6.1,11.75,3.2,1,0.238,2
73.12,0.519,7.0,12.1,3.2,1,0.19,2
77.69,0.52,8.5,12.85,3.3,1,0.143,2
77.23,0.537,10.0,13.9,3.4,1,0.095,3
72.51,0.567,11.2,14.1,3.5,1,0.048,3
59.53,0.605,10.2,13.3,3.9,1,0.01,3
59.53,0.605,10.2,13.3,3.9,2,1.0,5
46.1,0.644,6.5,12.45,4.0,2,0.9,8
34.9,0.68,2.6,8.5,4.3,2,0.8,8
27.06,0.711,-0.4,6.7,4.4,2,0.7,8
23.8,0.724,0.1,6.05,4.4,2,0.6,8
23.73,0.714,2.1,5.95,4.2,2,0.5,8
25.3,0.677,3.7,6.85,4.0,2,0.4,8
30.73,0.627,4.7,8.05,3.6,2,0.3,8
40.11,0.583,5.2,9.8,3.4,2,0.2,5
51.02,0.553,3.6,12.3,3.2,2,0.1,9
59.94,0.533,4.1,14.55,3.1,1,1.0,3
66.64,0.521,5.9,14.85,3.0,1,0.95,3
67.56,0.512,3.2,12.7,2.9,1,0.9,2
64.7,0.512,2.3,10.55,3.0,1,0.85,2
62.96,0.522,2.2,9.5,3.2,1,0.8,2
63.92,0.544,2.4,9.7,3.2,1,0.75,2
66.19,0.569,3.1,10.35,3.2,1,0.7,3
67.73,0.591,4.9,10.75,3.3,1,0.65,2
69.53,0.603,6.0,11.4,3.3,1,0.6,2
69.57,0.609,6.2,11.5,3.1,1,0.55,2
66.4,0.606,4.5,10.65,3.1,1,0.5,2
63.73,0.602,2.7,9.65,3.1,1,0.45,2
61.19,0.598,2.3,8.85,3.2,1,0.4,2
61.34,0.593,2.2,8.8,3.2,1,0.35,2
63.16,0.587,2.2,9.5,3.2,1,0.3,2
67.6,0.581,2.7,10.05,3.2,1,0.25,2
72.68,0.579,3.6,10.8,3.2,1,0.2,2
76.58,0.587,6.5,11.35,3.2,1,0.15,2
76.67,0.605,7.8,13.5,3.4,1,0.1,3
72.12,0.629,8.8,15.1,3.6,1,0.05,3
60.07,0.656,7.7,13.75,3.9,2,1.0,8
48.91,0.681,4.9,10.65,4.3,2,0.923,8
39.4,0.708,5.4,7.3,4.7,2,0.846,8
33.8,0.736,1.6,7.7,4.9,2,0.769,8
34.66,0.757,1.5,7.75,4.7,2,0.692,6
36.28,0.766,2.6,6.4,4.8,2,0.615,6
34.45,0.753,2.9,5.75,4.5,2,0.538,6
30.67,0.72,2.7,6.25,4.3,2,0.462,6
26.59,0.668,4.6,6.5,4.2,2,0.385,5
23.77,0.609,5.5,6.35,4.0,2,0.308,5
25.2,0.55,4.9,6.65,3.8,2,0.231,6
29.99,0.5,5.3,7.25,3.5,2,0.154,6
37.46,0.461,6.1,8.85,3.4,2,0.077,4
47.6,0.433,7.8,11.5,3.2,1,1.0,2
57.5,0.41,9.3,14.95,3.0,1,0.923,2
68.77,0.389,9.4,19.0,2.9,1,0.846,3
80.03,0.373,9.8,20.6,2.9,1,0.769,3
84.28,0.358,9.0,21.8,3.0,1,0.692,3
85.4,0.346,11.2,20.9,3.1,1,0.615,3
88.92,0.338,12.6,19.9,3.3,1,0.538,3
89.45,0.336,13.2,19.8,3.3,1,0.462,3
90.91,0.342,12.9,20.05,3.3,1,0.385,3
97.24,0.356,14.2,20.1,3.4,1,0.308,3
100.16,0.382,13.0,21.7,3.5,1,0.231,3
100.42,0.42,13.8,23.0,3.5,1,0.154,3
94.18,0.464,11.8,22.9,3.5,1,0.077,3
94.18,0.464,11.8,22.9,3.5,1,0.077,3
81.3,0.513,8.4,20.6,3.7,2,1.0,8
64.21,0.571,3.4,15.0,3.8,2,0.977,8
48.35,0.639,2.5,9.95,4.1,2,0.953,8
36.53,0.72,1.3,7.95,4.4,2,0.93,8
33.58,0.797,3.1,6.95,4.6,2,0.907,8
34.97,0.866,2.9,6.95,4.7,2,0.884,6
37.31,0.917,2.8,6.2,4.6,2,0.86,6
38.17,0.944,2.7,5.35,4.7,2,0.837,5
38.05,0.957,2.8,4.7,4.8,2,0.814,5
35.15,0.957,2.1,4.15,4.8,2,0.791,5
32.92,0.947,1.4,3.1,4.8,2,0.767,5
30.87,0.927,0.8,2.6,4.9,2,0.744,5
30.25,0.894,-0.4,3.3,4.9,2,0.721,6
31.22,0.846,-1.4,5.5,4.9,2,0.698,6
34.06,0.78,-1.9,7.95,4.8,2,0.674,6
35.49,0.704,-2.8,9.8,4.8,2,0.651,6
36.73,0.617,-3.2,10.7,4.9,2,0.628,6
37.54,0.542,-4.8,12.2,4.8,2,0.605,9
35.97,0.48,-5.7,14.35,4.7,2,0.581,9
35.91,0.433,-6.2,16.4,4.7,2,0.558,9
36.21,0.396,-7.0,17.3,4.7,2,0.535,9
34.79,0.371,-7.1,17.45,4.6,2,0.512,9
34.92,0.358,-7.1,17.75,4.6,2,0.488,9
35.83,0.358,-6.2,17.6,4.6,2,0.465,9
35.65,0.367,-4.9,16.65,4.6,2,0.442,9
37.74,0.375,-5.3,15.95,4.6,2,0.419,9
41.79,0.377,-5.0,14.9,4.5,2,0.395,9
46.41,0.369,-5.1,14.35,4.5,2,0.372,9
51.44,0.356,-6.1,14.95,4.5,2,0.349,9
54.21,0.344,-5.8,16.1,4.5,2,0.326,9
52.96,0.34,-5.3,17.45,4.6,2,0.302,9
50.39,0.346,-4.2,18.3,4.6,2,0.279,9
50.0,0.36,-3.7,17.55,4.6,2,0.256,9
60.82,0.384,-3.8,15.2,4.7,2,0.233,9
99.31,0.418,-3.4,11.6,4.6,2,0.209,9
166.94,0.464,-2.5,8.25,4.6,2,0.186,6
235.25,0.526,-0.1,5.85,4.6,2,0.163,6
285.47,0.599,3.0,4.6,4.4,2,0.14,6
305.87,0.666,4.4,4.8,4.3,2,0.116,6
291.37,0.703,4.9,5.05,4.2,2,0.093,6
252.41,0.7,4.2,5.9,3.9,2,0.07,6
208.53,0.669,0.3,10.15,3.6,2,0.047,8
169.07,0.631,-0.2,15.0,3.4,2,0.023,5
136.52,0.594,2.5,17.75,3.4,1,1.0,3
108.53,0.561,6.2,20.7,3.3,1,0.976,3
89.16,0.533,10.4,19.6,3.4,1,0.951,3
80.39,0.513,13.5,18.25,3.5,1,0.927,3
78.07,0.501,14.3,18.05,3.6,1,0.902,3
76.31,0.496,13.7,18.35,3.6,1,0.878,3
72.35,0.497,13.2,18.6,3.7,1,0.854,3
74.77,0.504,11.8,19.3,3.7,1,0.829,3
75.05,0.515,11.5,19.55,3.8,1,0.805,3
71.98,0.529,10.5,19.35,3.8,1,0.78,3
71.05,0.542,10.4,17.9,3.7,1,0.756,3
68.96,0.549,10.7,15.75,3.7,1,0.732,3
64.84,0.554,10.6,13.6,3.6,1,0.707,2
65.22,0.558,10.6,12.6,3.6,1,0.683,2
66.6,0.565,10.8,13.5,3.5,1,0.659,2
68.59,0.574,12.4,14.6,3.5,1,0.634,2
73.44,0.585,12.6,16.7,3.5,1,0.61,2
76.76,0.595,14.4,16.7,3.4,1,0.585,2
78.76,0.603,14.2,16.6,3.4,1,0.561,2
80.33,0.607,12.5,16.15,3.6,1,0.537,2
77.14,0.613,9.8,15.7,3.7,1,0.512,2
71.91,0.621,9.5,13.95,3.7,1,0.488,2
68.44,0.631,8.8,13.0,3.8,1,0.463,2
64.99,0.64,10.6,11.3,3.8,1,0.439,2
64.47,0.643,8.6,12.1,3.7,1,0.415,2
64.96,0.632,9.1,12.15,3.6,1,0.39,2
66.29,0.609,9.9,12.55,3.4,1,0.366,2
67.6,0.577,10.4,12.8,3.4,1,0.341,2
67.43,0.545,8.0,15.8,3.3,1,0.317,2
68.87,0.52,5.8,19.5,3.2,1,0.293,2
73.88,0.502,6.1,21.45,3.3,1,0.268,2
77.89,0.49,6.5,23.15,3.4,1,0.244,2
83.49,0.484,6.3,23.15,3.4,1,0.22,2
87.98,0.484,9.9,21.65,3.4,1,0.195,2
86.45,0.497,9.5,21.25,3.4,1,0.171,2
86.29,0.521,10.3,19.95,3.4,1,0.146,2
82.18,0.565,14.1,17.95,3.6,1,0.122,2
77.07,0.621,8.9,20.65,3.5,1,0.098,2
72.45,0.689,8.5,21.65,3.8,1,0.073,2
63.1,0.753,4.9,20.55,3.8,1,0.049,2
49.23,0.806,-1.4,15.3,3.9,1,0.024,2
37.7,0.852,0.8,9.0,4.3,2,1.0,8
26.37,0.89,2.4,6.1,4.5,2,0.989,8
19.57,0.916,0.6,7.0,4.5,2,0.978,6
17.32,0.916,0.4,7.0,4.3,2,0.966,6
17.09,0.891,0.2,6.1,4.1,2,0.955,6
19.53,0.856,-0.1,5.75,3.9,2,0.944,6
25.62,0.826,0.7,6.25,3.7,2,0.933,6
33.05,0.808,2.5,7.85,3.5,2,0.921,6
42.69,0.796,5.2,9.9,3.4,2,0.91,6
47.37,0.786,6.1,10.75,3.4,2,0.899,6
47.9,0.781,6.0,9.9,3.5,2,0.888,6
45.19,0.787,4.5,8.95,3.6,2,0.876,6
40.54,0.812,3.5,8.55,3.7,2,0.865,6
38.91,0.851,2.7,8.45,3.8,2,0.854,6
39.62,0.898,2.2,8.1,4.1,2,0.843,6
38.84,0.936,2.7,6.85,4.0,2,0.831,6
37.8,0.961,1.0,6.0,4.2,2,0.82,6
35.03,0.979,0.2,5.1,4.2,2,0.809,6
33.44,0.999,-0.3,4.95,4.1,2,0.798,6
36.21,1.024,0.1,5.75,3.9,2,0.787,6
40.89,1.05,1.4,6.8,3.9,2,0.775,6
43.3,1.063,2.6,7.4,3.9,2,0.764,6
43.27,1.06,1.9,7.05,3.7,2,0.753,6
38.84,1.048,0.3,5.45,3.8,2,0.742,6
35.26,1.04,-1.0,4.6,4.0,2,0.73,6
31.52,1.039,-1.0,4.4,3.9,2,0.719,6
34.32,1.042,0.4,4.7,3.9,2,0.708,6
37.35,1.043,1.5,5.65,4.0,2,0.697,6
39.69,1.035,2.4,6.4,4.0,2,0.685,6
43.08,1.024,2.1,7.05,3.9,2,0.674,6
46.27,1.015,1.5,7.15,3.8,2,0.663,6
47.77,1.009,1.0,7.4,3.8,2,0.652,6
49.96,1.008,0.3,7.45,3.9,2,0.64,6
51.09,1.008,1.3,6.65,4.0,2,0.629,6
50.21,1.007,1.6,5.7,4.1,2,0.618,6
50.4,1.003,2.0,5.5,4.1,2,0.607,6
50.99,0.994,3.1,5.75,4.2,2,0.596,6
49.18,0.973,3.4,6.6,4.2,2,0.584,6
48.64,0.94,4.1,6.85,4.1,2,0.573,6
47.11,0.909,3.9,7.25,4.0,2,0.562,6
48.61,0.889,2.9,7.85,3.9,2,0.551,6
55.32,0.888,3.0,8.3,3.9,2,0.539,4
60.5,0.907,4.2,9.0,3.9,2,0.528,4
69.16,0.939,6.3,9.45,4.0,2,0.517,6
77.53,0.979,6.6,8.0,4.2,2,0.506,6
76.88,1.022,4.3,6.15,4.4,2,0.494,6
70.4,1.064,2.4,4.0,4.4,2,0.483,9
63.2,1.101,1.4,2.4,4.3,2,0.472,9
53.89,1.118,-0.4,2.3,4.2,2,0.461,9
56.2,1.107,-1.2,2.7,4.2,2,0.449,9
78.23,1.074,-0.4,3.1,4.1,2,0.438,6
112.92,1.022,-0.8,5.1,4.1,2,0.427,6
144.15,0.963,0.4,7.7,4.1,2,0.416,6
157.21,0.899,4.1,9.95,4.4,2,0.404,4
152.6,0.839,5.6,11.4,4.2,2,0.393,5
140.93,0.792,6.1,12.25,4.1,2,0.382,4
122.45,0.761,6.6,13.3,4.0,2,0.371,4
110.67,0.748,7.5,15.15,3.9,2,0.36,4
108.85,0.754,7.3,15.85,3.6,2,0.348,4
105.74,0.775,8.5,16.05,3.6,2,0.337,4
100.04,0.803,9.5,16.85,3.7,2,0.326,4
92.64,0.828,9.5,16.05,3.9,2,0.315,4
80.47,0.841,6.8,12.5,4.0,2,0.303,6
66.94,0.838,4.0,8.0,4.2,2,0.292,6
54.06,0.823,1.9,5.45,4.3,2,0.281,6
47.87,0.797,0.7,4.85,4.4,2,0.27,6
49.34,0.763,2.3,4.85,4.1,2,0.258,6
59.88,0.721,3.2,7.2,3.9,2,0.247,8
63.5,0.705,4.916,12.174,3.162,1,1.0,3
80.875,0.709,7.514,13.286,2.932,1,0.95,3
87.813,0.7,7.785,13.212,2.953,1,0.9,3
86.75,0.685,7.547,13.547,3.42,1,0.85,3
79.438,0.669,5.912,12.252,3.324,1,0.8,3
77.5,0.658,4.537,11.332,3.324,1,0.75,2
72.75,0.658,3.974,11.114,3.127,1,0.7,2
76.563,0.671,4.98,14.746,2.818,1,0.65,2
79.625,0.686,4.552,18.202,2.684,1,0.6,2
74.25,0.687,3.621,17.961,2.557,1,0.55,1
71.0,0.679,1.003,14.769,2.787,1,0.5,1
67.438,0.66,0.746,11.998,2.795,1,0.45,1
70.0,0.643,1.838,10.809,2.635,1,0.4,1
66.438,0.644,2.744,11.025,2.621,1,0.35,1
67.25,0.652,2.922,11.776,2.59,1,0.3,1
71.563,0.661,3.286,12.485,2.9,1,0.25,1
70.125,0.68,5.487,13.312,3.063,1,0.2,1
69.25,0.734,4.784,13.527,3.01,1,0.1,3
65.625,0.77,1.439,10.182,3.277,1,0.05,3
53.125,0.826,1.122,4.835,4.008,2,1.0,8
40.25,0.873,-1.021,5.318,4.52,2,0.989,8
33.625,0.906,0.046,4.788,4.375,2,0.978,8
35.063,0.951,0.086,5.285,3.943,2,0.967,8
35.844,0.99,-0.207,5.676,3.58,2,0.957,8
39.594,1.003,-1.041,6.217,3.395,2,0.946,8
